id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,period,proba_invest,rank,contact_target,subgroup_utilization_ratio,expected_gross_proxy,expected_net_profit,profitable_contact,rank_expected_net_profit,target_top1200_net_profit,target_positive_net_profit
16688,54,management,married,tertiary,telephone,1210.02,no,no,1,unknown,2,0.15694473769069814,1292,0,0.22067425950092937,41.90742583795496,-3.1141658372920267,0,1938,1,0
20217,52,management,married,tertiary,cellular,1846.69,yes,yes,3,unknown,2,0.06547450834326272,4833,0,0.3462625027682805,41.866986958763924,-3.1159855868556234,0,1939,1,0
19059,41,unemployed,married,secondary,cellular,2140.11,yes,no,0,unknown,2,0.05558640556231945,5327,0,0.3519165155311745,41.86434848984071,-3.116104317957168,0,1940,1,0
17095,39,technician,married,secondary,,3656.61,yes,no,2,unknown,2,0.03191036708324181,6568,0,0.35856884777974496,41.839164024137055,-3.1172376189138324,0,1941,1,0
19483,66,retired,married,secondary,cellular,1077.49,no,no,0,unknown,2,0.14006515078447423,1751,0,0.27715574642500507,41.828012474757344,-3.11773943863592,0,1942,1,0
17607,54,self-employed,divorced,secondary,cellular,1037.25,yes,no,1,unknown,2,0.06520967843343325,4849,0,0.6176918604651164,41.779898504676865,-3.119904567289541,0,1943,1,0
19616,50,technician,divorced,secondary,cellular,543.08,yes,no,24,unknown,2,0.21849359339117452,406,0,0.3519165155311745,41.758238020618485,-3.1208792890721684,0,1944,1,0
19644,34,technician,married,secondary,cellular,1201.44,yes,no,4,low,2,0.0987491892679575,3182,0,0.3519165155311745,41.751806836111804,-3.121168692374969,0,1945,1,0
18118,30,services,single,secondary,cellular,1476.25,yes,no,0,unknown,2,0.08034426867184613,4112,0,0.3519165155311745,41.740193827839846,-3.121691277747207,0,1946,1,0
16472,51,entrepreneur,married,secondary,cellular,2162.26,yes,no,0,unknown,2,0.05475180956431629,5353,0,0.3519165155311745,41.66256847759778,-3.1251844185081,0,1947,1,0
17848,59,management,married,secondary,cellular,1029.19,no,no,1,unknown,2,0.1221294829708872,2247,0,0.3311518645633426,41.623949025222075,-3.1269222938650065,0,1948,1,0
22133,52,admin.,married,secondary,cellular,1031.25,no,no,0,unknown,2,0.14141583321293646,1712,0,0.2853956595556212,41.6206982723954,-3.127068577742207,0,1949,1,0
16383,50,management,divorced,tertiary,cellular,1302.17,yes,no,0,unknown,2,0.11190631953157264,2620,0,0.28542928199181256,41.59305527325837,-3.1283125127033733,0,1950,1,0
19865,27,management,single,tertiary,cellular,1068.09,no,yes,1,unknown,2,0.1230654163788029,2216,0,0.3161676937895692,41.55864372349681,-3.1298610324426437,0,1951,1,0
19502,45,blue-collar,married,secondary,telephone,1328.14,no,no,0,unknown,2,0.13219453415441776,1995,0,0.23639526962078947,41.50459088096006,-3.132293410356797,0,1952,1,0
22813,42,blue-collar,married,primary,cellular,1482.0,yes,no,3,low,2,0.07949969114763937,4162,0,0.3519165155311745,41.46229086442203,-3.1341969111010086,0,1953,1,0
18458,48,admin.,divorced,secondary,cellular,1042.15,yes,no,3,unknown,2,0.11303990245846864,2575,0,0.3519165155311745,41.45736124120157,-3.1344187441459295,0,1954,1,0
22115,54,management,married,tertiary,cellular,1035.64,no,yes,2,low,2,0.11984611973888104,2307,0,0.333788506016827,41.4289733482854,-3.135696199327157,0,1955,1,0
21498,36,management,divorced,secondary,cellular,1717.8,yes,no,0,unknown,2,0.08590386248602731,3797,0,0.2807018635085711,41.42195434232717,-3.1360120545952777,0,1956,1,0
16419,57,management,married,secondary,,4149.44,no,yes,1,unknown,2,0.03070866617411624,6676,0,0.3245730519536489,41.358321196387685,-3.138875546162554,0,1957,1,0
16868,53,unemployed,married,secondary,cellular,1544.99,no,no,1,unknown,2,0.09658541697718422,3306,0,0.27715574642500507,41.358151462213094,-3.138883184200411,0,1958,1,0
20972,26,admin.,single,secondary,cellular,249.76,no,no,1,high,2,0.6096537328575925,83,1,0.27160279731587034,41.35617473132895,-3.1389721370901973,0,1959,1,0
19578,42,technician,married,secondary,cellular,2065.51,no,yes,2,unknown,2,0.08181913010668095,4029,0,0.24451283292728782,41.32223632583173,-3.140499365337572,0,1960,1,0
16550,55,blue-collar,single,secondary,cellular,1056.73,no,no,0,unknown,2,0.1587995533390979,1238,0,0.2461817869875482,41.31133534862295,-3.1409899093119673,0,1961,1,0
18459,42,blue-collar,single,secondary,cellular,996.22,no,no,1,unknown,2,0.16804101332784346,1019,0,0.2461817869875482,41.21226350058253,-3.145448142473786,0,1962,1,0
21804,30,technician,married,tertiary,cellular,853.79,no,no,0,unknown,2,0.16231555020997449,1155,0,0.29719947784204725,41.18691221959257,-3.1465889501183346,0,1963,1,0
20559,37,services,divorced,secondary,cellular,1474.39,yes,no,0,unknown,2,0.07924966102882944,4181,0,0.3519165155311745,41.11965278389581,-3.1496156247246887,0,1964,1,0
20737,34,management,divorced,tertiary,cellular,631.42,no,no,1,unknown,2,0.19306876820076463,606,0,0.3370812830893803,41.092730321763554,-3.15082713552064,0,1965,1,0
21034,44,blue-collar,married,,telephone,880.87,no,no,0,unknown,2,0.19731263258089232,557,0,0.23639526962078947,41.087100303613404,-3.151080486337397,0,1966,1,0
22576,31,management,single,tertiary,cellular,187.99,no,no,3,high,2,0.6587389787840116,37,1,0.33175041437669023,41.08275731611086,-3.1512759207750114,0,1967,1,0
16596,60,retired,divorced,secondary,cellular,1058.16,no,no,2,unknown,2,0.17847476617954056,863,0,0.2172672266603522,41.03197136512752,-3.1535612885692617,0,1968,1,0
22299,31,admin.,single,secondary,cellular,244.07,no,no,2,high,2,0.6189695162800216,73,1,0.27160279731587034,41.031547875922065,-3.1535803455835074,0,1969,1,0
19192,45,management,married,tertiary,,1913.96,no,no,0,unknown,2,0.06516176237058816,4851,0,0.328672854140144,40.991094554143025,-3.155400745063564,0,1970,1,0
19840,46,self-employed,married,tertiary,,2333.36,yes,no,0,unknown,2,0.028411440764138096,6876,0,0.6176918604651164,40.9493379633069,-3.1572797916511894,0,1971,1,0
18804,26,technician,single,secondary,,3123.2,yes,no,1,unknown,2,0.036564002269241294,6259,0,0.35856884777974496,40.947376230285705,-3.157368069637143,0,1972,1,0
22668,25,student,single,secondary,cellular,1735.13,yes,no,0,unknown,2,0.06697089752281243,4752,0,0.3519165155311745,40.89382995985457,-3.1597776518065444,0,1973,1,0
19197,42,unemployed,married,secondary,cellular,1273.75,no,no,0,low,2,0.10712090503446149,2823,0,0.299636807516874,40.8840199461229,-3.1602191024244695,0,1974,1,0
21921,55,self-employed,married,secondary,cellular,2842.79,no,yes,0,unknown,2,0.05705664075625863,5257,0,0.2518339228787283,40.847474322417405,-3.161863655491217,0,1975,1,0
20083,32,management,married,tertiary,cellular,758.56,no,no,0,unknown,2,0.16069558352054375,1190,0,0.33472575145881395,40.80214587409218,-3.1639034356658517,0,1976,1,0
16901,39,technician,married,secondary,cellular,1596.04,yes,no,0,unknown,2,0.07231808216533062,4489,0,0.3519165155311745,40.61910226398985,-3.172140398120457,0,1977,1,0
17152,29,technician,married,secondary,cellular,1262.23,yes,no,2,low,2,0.09141401425428752,3558,0,0.3519165155311745,40.60606704857694,-3.172726982814038,0,1978,1,0
17745,34,self-employed,married,tertiary,cellular,1954.26,yes,no,0,unknown,2,0.0761429830922117,4309,0,0.27285370403176223,40.601500509422586,-3.1729324770759835,0,1979,1,0
18989,54,blue-collar,married,primary,cellular,1922.71,yes,no,0,unknown,2,0.059985809665614495,5120,0,0.3519165155311745,40.588402560363505,-3.1735218847836424,0,1980,1,0
17953,31,blue-collar,married,secondary,,3341.37,yes,no,0,unknown,2,0.033842613887246034,6435,0,0.35856884777974496,40.54721442781373,-3.175375350748382,0,1981,1,0
19238,27,technician,single,secondary,cellular,1855.57,yes,yes,1,low,2,0.06309211735153755,4980,0,0.3462625027682805,40.53758838926004,-3.1758085224832984,0,1982,1,0
18188,41,blue-collar,married,secondary,cellular,1120.43,yes,no,2,low,2,0.10272324426570152,2974,0,0.3519165155311745,40.50355143102859,-3.177340185603714,0,1983,1,0
18072,38,technician,single,tertiary,,1689.29,no,no,2,unknown,2,0.08527659059859721,3836,0,0.281143323717199,40.50063334598872,-3.1774714994305078,0,1984,1,0
15524,57,admin.,single,secondary,cellular,834.22,no,no,1,unknown,2,0.17006969140870562,983,0,0.2853956595556212,40.49066273289209,-3.177920177019856,0,1985,1,0
22883,31,admin.,single,secondary,cellular,1121.3,yes,no,0,unknown,2,0.10253407609548326,2978,0,0.3519165155311745,40.460355421876,-3.17928400601558,0,1986,1,0
20020,54,technician,married,secondary,cellular,2237.31,no,yes,0,unknown,2,0.0739320784951595,4415,0,0.24451283292728782,40.44461793393662,-3.1799921929728523,0,1987,1,0
18054,60,blue-collar,married,secondary,cellular,1082.96,no,no,0,unknown,2,0.13463933708826473,1942,0,0.27715574642500507,40.411806801642996,-3.1814686939260652,0,1988,1,0
20644,34,technician,married,secondary,cellular,1188.56,no,no,0,unknown,2,0.12265994914265498,2233,0,0.27715574642500507,40.406178505636014,-3.1817219672463795,0,1989,1,0
15549,48,blue-collar,married,secondary,cellular,2344.33,yes,yes,0,unknown,2,0.04974822359709312,5545,0,0.3462625027682805,40.38329826105251,-3.1827515782526374,0,1990,1,0
17678,37,self-employed,married,secondary,cellular,1683.74,no,no,0,unknown,2,0.09518596426571738,3385,0,0.2518339228787283,40.36102378206277,-3.1837539298071755,0,1991,1,0
19535,30,blue-collar,single,secondary,cellular,1161.67,yes,no,0,unknown,2,0.09871073757858248,3187,0,0.3519165155311745,40.35402138225328,-3.1840690377986025,0,1992,1,0
15469,41,blue-collar,married,secondary,cellular,1330.91,yes,no,1,unknown,2,0.08610908481045551,3787,0,0.3519165155311745,40.33084399942296,-3.185112020025967,0,1993,1,0
19018,38,technician,married,secondary,cellular,1515.6,yes,no,1,unknown,2,0.07551816156485493,4344,0,0.3519165155311745,40.27871939296071,-3.187457627316768,0,1994,1,0
16968,25,technician,single,secondary,cellular,1210.96,yes,no,2,unknown,2,0.09449148595301013,3417,0,0.3519165155311745,40.26819151547954,-3.1879313818034207,0,1995,1,0
16719,40,blue-collar,married,primary,,4503.47,yes,no,0,unknown,2,0.024928359230972964,7091,0,0.35856884777974496,40.254415418874274,-3.188551306150658,0,1996,1,0
17794,30,blue-collar,single,primary,cellular,1376.22,yes,no,3,unknown,2,0.08308493786139341,3959,0,0.3519165155311745,40.239244043222236,-3.189234018054999,0,1997,1,0
22460,49,self-employed,married,secondary,cellular,1706.62,no,no,0,unknown,2,0.09353289068794667,3479,0,0.2518339228787283,40.19901560287038,-3.1910442978708327,0,1998,1,0
16059,51,retired,married,secondary,cellular,1015.0,no,no,0,unknown,2,0.14285635614498887,1662,0,0.27715574642500507,40.18736191920456,-3.191568713635795,0,1999,1,0
22342,45,management,married,tertiary,telephone,1192.93,no,no,0,unknown,2,0.15257503320824384,1429,0,0.22067425950092937,40.16521643179678,-3.192565260569145,0,2000,1,0
20667,42,self-employed,single,tertiary,cellular,653.13,no,no,1,unknown,2,0.15040630690956172,1481,0,0.4076719939639207,40.04760583187404,-3.1978577375656685,0,2001,1,0
22287,53,technician,single,secondary,cellular,1071.83,no,no,2,unknown,2,0.1516409554470719,1454,0,0.2461817869875482,40.012744461679695,-3.1994264992244137,0,2002,1,0
21639,33,management,single,tertiary,cellular,676.53,no,no,0,unknown,2,0.18667662355292072,704,0,0.31661972229826035,39.98664439459391,-3.200601002243274,0,2003,1,0
17951,28,services,single,secondary,cellular,1106.48,no,no,2,unknown,2,0.14661355868715178,1554,0,0.2461817869875482,39.93683311105234,-3.202842510002645,0,2004,1,0
16499,44,retired,married,secondary,,2798.81,no,no,0,unknown,2,0.060289929222811005,5108,0,0.23639526962078947,39.889351224977105,-3.2049791948760307,0,2005,1,0
16241,32,management,single,tertiary,telephone,1192.48,yes,no,0,unknown,2,0.1093907131138591,2736,0,0.30557244030224046,39.860775143737484,-3.206265118531813,0,2006,1,0
17310,37,management,married,tertiary,cellular,565.26,no,no,4,low,2,0.21043135459876955,453,0,0.33472575145881395,39.815101779949266,-3.2083204199022832,0,2007,1,0
21369,35,management,single,tertiary,cellular,675.41,no,no,0,unknown,2,0.18616118880634286,711,0,0.31661972229826035,39.810221478840404,-3.2085400334521816,0,2008,1,0
19410,31,self-employed,single,tertiary,cellular,1714.22,yes,yes,0,unknown,2,0.05328721810184578,5414,0,0.4357353119321623,39.802684346123215,-3.2088792044244556,0,2009,1,0
19291,56,admin.,married,,cellular,666.81,no,no,0,unknown,2,0.2090712738473904,463,0,0.2853956595556212,39.78724181409336,-3.209574118365799,0,2010,1,0
17738,38,blue-collar,married,primary,cellular,1841.6,yes,no,0,unknown,2,0.061353741902453185,5060,0,0.3519165155311745,39.76271315190719,-3.2106779081641763,0,2011,1,0
16740,52,admin.,married,secondary,cellular,1337.3,yes,no,0,unknown,2,0.08448571193356429,3885,0,0.3519165155311745,39.760493079952134,-3.210777811402154,0,2012,1,0
18045,35,admin.,divorced,secondary,cellular,654.01,no,no,3,low,2,0.21290333660792962,433,0,0.2853956595556212,39.73875168190111,-3.2117561743144503,0,2013,1,0
18650,37,management,married,tertiary,cellular,743.87,no,no,0,unknown,2,0.15949664224821566,1216,0,0.33472575145881395,39.713458880832434,-3.2128943503625402,0,2014,1,0
16608,29,technician,married,tertiary,cellular,648.2,no,no,3,low,2,0.20609271804230678,486,0,0.29719947784204725,39.7026701562536,-3.213379842968588,0,2015,1,0
22665,51,technician,married,tertiary,cellular,846.5,no,no,0,unknown,2,0.15754287558928134,1272,0,0.29719947784204725,39.634535497168635,-3.2164459026274113,0,2016,1,0
16511,41,management,married,tertiary,,1841.24,no,no,0,unknown,2,0.06541487508207111,4838,0,0.328672854140144,39.58683251764294,-3.2185925367060677,0,2017,1,0
15991,32,blue-collar,single,primary,cellular,1415.66,yes,no,2,unknown,2,0.07936293896315864,4175,0,0.3519165155311745,39.53815067835459,-3.2207832194740433,0,2018,1,0
16140,57,admin.,married,secondary,telephone,1192.01,no,no,1,unknown,2,0.14023003467377873,1745,0,0.23639526962078947,39.51479398909213,-3.2218342704908545,0,2019,1,0
20561,28,technician,single,tertiary,cellular,1116.9,yes,no,0,unknown,2,0.11581296080204498,2472,0,0.3052290039840637,39.481828263450474,-3.2233177281447287,0,2020,1,0
16542,35,management,married,tertiary,cellular,1192.15,no,yes,0,unknown,2,0.09916163850613814,3156,0,0.333788506016827,39.45899093627994,-3.2243454078674025,0,2021,1,0
15872,27,technician,single,tertiary,cellular,708.9,no,no,1,unknown,2,0.1966485241990282,567,0,0.2829305419136747,39.44168853702038,-3.2251240158340826,0,2022,1,0
20497,28,technician,single,tertiary,cellular,1071.05,yes,no,1,unknown,2,0.12063882008266806,2283,0,0.3052290039840637,39.43870316858104,-3.2252583574138534,0,2023,1,0
16224,45,services,married,secondary,,4078.06,yes,no,0,unknown,2,0.0269554138393691,6939,0,0.35856884777974496,39.41596564071707,-3.2262815461677317,0,2024,1,0
19534,31,services,divorced,secondary,cellular,1401.92,yes,no,0,unknown,2,0.07979978756276963,4145,0,0.3519165155311745,39.369927548209084,-3.228353260330591,0,2025,1,0
16851,50,blue-collar,divorced,primary,cellular,1514.46,yes,no,1,unknown,2,0.07386534809413171,4418,0,0.3519165155311745,39.367533423076246,-3.2284609959615693,0,2026,1,0
17290,52,blue-collar,single,primary,cellular,1332.78,no,no,0,unknown,2,0.11991363454324351,2306,0,0.2461817869875482,39.3444024088007,-3.2295018916039684,0,2027,1,0
18728,31,admin.,single,secondary,cellular,813.56,no,no,0,unknown,2,0.16936755736486017,995,0,0.2853956595556212,39.32485913662933,-3.2303813388516804,0,2028,1,0
20471,51,admin.,married,secondary,cellular,1569.72,no,yes,0,unknown,2,0.08733094980378306,3734,0,0.2866574649183345,39.29647828784025,-3.231658477047189,0,2029,1,0
19797,36,technician,married,tertiary,cellular,1150.8,yes,no,0,unknown,2,0.09701687851068315,3285,0,0.3519165155311745,39.290431581636085,-3.2319305788263764,0,2030,1,0
18671,38,blue-collar,married,primary,cellular,1363.67,no,no,0,unknown,2,0.10390832637668139,2929,0,0.27715574642500507,39.272045627522054,-3.2327579467615077,0,2031,1,0
15446,44,technician,married,secondary,cellular,2601.53,yes,yes,0,unknown,2,0.04359354026878571,5825,0,0.3462625027682805,39.2695967875866,-3.232868144558603,0,2032,1,0
17831,39,technician,married,primary,cellular,2089.53,yes,no,0,unknown,2,0.05340185629528482,5409,0,0.3519165155311745,39.26852724005683,-3.232916274197443,0,2033,1,0
15560,45,housemaid,married,tertiary,,2497.18,no,no,1,unknown,2,0.052819311181545946,5428,0,0.29719947784204725,39.200411259627316,-3.2359814933167708,0,2034,1,0
22551,31,blue-collar,single,secondary,,2218.72,no,no,1,unknown,2,0.07127043822288609,4531,0,0.24743492778381734,39.12667399271731,-3.2392996703277213,0,2035,1,0
20395,37,entrepreneur,married,tertiary,cellular,1714.65,no,yes,0,unknown,2,0.07705075679454709,4272,0,0.29615000580517825,39.125881749752224,-3.2393353212611498,0,2036,1,0
22064,28,blue-collar,single,secondary,cellular,1122.48,yes,no,0,unknown,2,0.09888647975328597,3178,0,0.3519165155311745,39.062063102232926,-3.242207160399518,0,2037,1,0
17178,26,student,single,secondary,cellular,642.94,no,no,5,low,2,0.1557183661482777,1333,0,0.3895714064675847,39.00294112782495,-3.2448676492478774,0,2038,1,0
17713,34,management,single,tertiary,cellular,1056.04,yes,no,0,unknown,2,0.11403645117413659,2536,0,0.32370218703764736,38.982500725262256,-3.245787467363199,0,2039,1,0
18608,60,retired,married,secondary,cellular,997.82,no,no,0,unknown,2,0.14094199070336005,1722,0,0.27715574642500507,38.97772555186937,-3.2460023501658783,0,2040,1,0
16974,64,technician,married,secondary,cellular,1525.63,yes,no,1,unknown,2,0.07254944007554669,4477,0,0.3519165155311745,38.951387634642046,-3.2471875564411077,0,2041,1,0
17941,42,management,married,secondary,,2666.6,yes,no,1,unknown,2,0.02915394524823304,6835,0,0.5005674751243782,38.915071799742144,-3.2488217690116037,0,2042,1,0
21851,49,admin.,married,secondary,cellular,961.21,no,no,0,unknown,2,0.14172730226502922,1697,0,0.2853956595556212,38.87936514254565,-3.2504285685854457,0,2043,1,0
22972,56,management,married,tertiary,cellular,747.05,no,no,0,unknown,2,0.15528002505325506,1348,0,0.33472575145881395,38.82883744630683,-3.252702314916193,0,2044,1,0
22708,46,,married,secondary,cellular,1500.24,no,no,0,unknown,2,0.09334181663568257,3488,0,0.27715574642500507,38.811540146499794,-3.2534806934075093,0,2045,1,0
21631,26,management,single,tertiary,cellular,871.38,yes,no,0,low,2,0.1313634113391258,2018,0,0.3383248848997814,38.72718663378603,-3.257276601479629,0,2046,1,0
23019,41,,single,,cellular,941.4,no,no,0,unknown,2,0.16710067863142122,1035,0,0.2461817869875482,38.72650705311761,-3.2573071826097078,0,2047,1,0
16795,44,entrepreneur,married,secondary,cellular,1488.63,no,no,0,unknown,2,0.09359164957618873,3474,0,0.27715574642500507,38.614263546188305,-3.2623581404215263,0,2048,1,0
22380,77,retired,married,tertiary,cellular,667.53,no,no,2,unknown,2,0.1946016441563225,587,0,0.29719947784204725,38.60693600804492,-3.262687879637979,0,2049,1,0
20858,38,management,married,secondary,,1615.36,no,no,0,unknown,2,0.04770714496409265,5646,0,0.5005674751243782,38.57583886884674,-3.2640872509018966,0,2050,1,0
16737,38,blue-collar,married,primary,telephone,1569.02,no,no,1,unknown,2,0.10392438387375924,2927,0,0.23639526962078947,38.54647952314734,-3.26540842145837,0,2051,1,0
15893,60,admin.,married,,cellular,468.08,no,no,6,low,2,0.28854221613291814,275,0,0.2853956595556212,38.545777662481385,-3.2654400051883377,0,2052,1,0
22337,55,self-employed,married,tertiary,cellular,1838.47,yes,no,1,unknown,2,0.07674714319777041,4284,0,0.27285370403176223,38.4989264877647,-3.2675483080505887,0,2053,1,0
17610,32,technician,married,secondary,cellular,1130.9,no,no,0,unknown,2,0.12280218098013579,2225,0,0.27715574642500507,38.490554846468896,-3.2679250319088995,0,2054,1,0
16169,31,housemaid,married,primary,cellular,2633.69,yes,no,0,unknown,2,0.04151725775811894,5927,0,0.3519165155311745,38.47981398666753,-3.2684083705999614,0,2055,1,0
19008,39,blue-collar,married,primary,cellular,546.25,yes,no,29,unknown,2,0.20010780702660091,530,0,0.3519165155311745,38.46760354048964,-3.2689578406779662,0,2056,1,0
20171,31,blue-collar,single,secondary,cellular,1109.56,yes,no,0,unknown,2,0.09839791380510202,3211,0,0.3519165155311745,38.421678313206264,-3.271024475905718,0,2057,1,0
17228,33,admin.,married,secondary,cellular,928.32,no,no,0,unknown,2,0.14488341545200942,1598,0,0.2853956595556212,38.385194573294015,-3.272666244201769,0,2058,1,0
17385,48,admin.,married,secondary,cellular,910.62,no,no,1,unknown,2,0.1476430818946118,1523,0,0.2853956595556212,38.37051696062137,-3.273326736772038,0,2059,1,0
16231,38,technician,single,secondary,,2869.18,yes,no,2,unknown,2,0.037231604471283625,6205,0,0.35856884777974496,38.30382131498106,-3.2763280408258524,0,2060,1,0
19866,48,blue-collar,married,,cellular,611.61,yes,no,2,unknown,2,0.13485336859709268,1934,0,0.4637623323356613,38.250036033301775,-3.27874837850142,0,2061,1,0
19436,42,admin.,married,secondary,cellular,1216.93,yes,no,1,unknown,2,0.08928103138719236,3647,0,0.3519165155311745,38.23529498067914,-3.279411725869439,0,2062,1,0
17537,48,self-employed,married,secondary,cellular,1559.23,no,no,1,unknown,2,0.09736483754062523,3264,0,0.2518339228787283,38.23195939963594,-3.2795618270163827,0,2063,1,0
20130,31,management,divorced,tertiary,cellular,868.85,yes,no,0,low,2,0.13004859365407753,2051,0,0.3383248848997814,38.228249190271676,-3.279728786437775,0,2064,1,0
15800,36,admin.,married,secondary,cellular,2098.41,yes,yes,0,unknown,2,0.05250408661498959,5437,0,0.3462625027682805,38.14950600509001,-3.2832722297709496,0,2065,1,0
22863,33,services,single,secondary,cellular,245.81,yes,no,2,high,2,0.40352859098006355,228,0,0.3843372403493687,38.122934702238034,-3.2844679383992883,0,2066,1,0
18549,30,management,married,tertiary,cellular,1159.04,yes,no,1,unknown,2,0.10176450444587695,3019,0,0.32298264008632677,38.095521801506564,-3.2857015189322047,0,2067,1,0
22769,60,retired,divorced,tertiary,cellular,998.73,yes,no,1,low,2,0.15695128628022834,1291,0,0.242563162752402,38.02225073568417,-3.2889987168942127,0,2068,1,0
16359,32,blue-collar,single,primary,cellular,290.17,yes,no,1,high,2,0.368386213679844,240,0,0.35567247907998695,38.019477207175306,-3.289123525677111,0,2069,1,0
16894,35,admin.,married,secondary,,5896.22,yes,yes,0,unknown,2,0.022172762371477753,7284,0,0.2906601427744907,37.999594721246076,-3.2900182375439266,0,2070,1,0
15471,45,management,married,tertiary,cellular,691.62,no,no,1,unknown,2,0.1639204858225511,1116,0,0.33472575145881395,37.94808820017886,-3.2923360309919514,0,2071,1,0
17190,57,technician,divorced,secondary,cellular,1252.08,yes,no,1,unknown,2,0.08601604808364749,3792,0,0.3519165155311745,37.9010474749754,-3.2944528636261072,0,2072,1,0
16156,52,technician,married,secondary,cellular,1014.94,no,no,3,unknown,2,0.13469245899625984,1940,0,0.27715574642500507,37.888510998751045,-3.295017005056203,0,2073,1,0
22303,33,admin.,married,secondary,cellular,1240.04,yes,no,0,unknown,2,0.08671417069591861,3758,0,0.3519165155311745,37.84124515607105,-3.297143967976803,0,2074,1,0
20567,42,admin.,single,secondary,cellular,795.36,no,no,0,unknown,2,0.16669509553357673,1046,0,0.2853956595556212,37.838501764345885,-3.2972674206044355,0,2075,1,0
20172,26,admin.,single,secondary,cellular,1043.16,yes,no,0,unknown,2,0.10305382480202956,2960,0,0.3519165155311745,37.8315982976293,-3.2975780766066816,0,2076,1,0
22653,45,technician,married,secondary,cellular,1441.61,yes,no,1,unknown,2,0.07452094109144809,4389,0,0.3519165155311745,37.806438380505156,-3.298710272877268,0,2077,1,0
22332,57,technician,divorced,secondary,,3179.04,yes,no,0,unknown,2,0.03316494881230429,6472,0,0.35856884777974496,37.80488135293789,-3.298780339117795,0,2078,1,0
21136,78,retired,divorced,primary,cellular,1432.36,no,no,0,unknown,2,0.12127493763994823,2266,0,0.2172672266603522,37.74135299484743,-3.3016391152318656,0,2079,1,0
17313,44,admin.,divorced,secondary,cellular,704.84,yes,no,7,low,2,0.1519614204222326,1445,0,0.3519165155311745,37.693245729591546,-3.3038039421683805,0,2080,1,0
21615,48,technician,married,secondary,,3202.67,no,no,0,unknown,2,0.049772063457973234,5543,0,0.23639526962078947,37.68223205490115,-3.3042995575294483,0,2081,1,0
19488,40,management,married,tertiary,cellular,1696.95,yes,yes,0,low,2,0.06704582751979359,4745,0,0.33118350242611383,37.67987872826379,-3.3044054572281296,0,2082,1,0
19663,51,housemaid,married,secondary,cellular,1350.97,no,no,2,unknown,2,0.10053139364659734,3081,0,0.27715574642500507,37.641879118954655,-3.3061154396470407,0,2083,1,0
20729,89,retired,divorced,primary,telephone,1395.46,no,no,2,unknown,2,0.12353664471733829,2201,0,0.21827941375316728,37.62928554131533,-3.3066821506408104,0,2084,1,0
17979,45,management,married,tertiary,cellular,1063.08,no,yes,2,unknown,2,0.10601630021595533,2851,0,0.333788506016827,37.6192358394506,-3.307134387224723,0,2085,1,0
19218,49,services,married,secondary,cellular,1163.59,no,no,1,unknown,2,0.11624607090318755,2461,0,0.27715574642500507,37.488852775085554,-3.3130016251211503,0,2086,1,0
18864,32,management,single,tertiary,telephone,559.76,no,no,2,low,2,0.21770782842328654,408,0,0.30755414533304487,37.479819590876026,-3.313408118410579,0,2087,1,0
21408,40,technician,married,tertiary,cellular,1060.65,yes,no,1,unknown,2,0.10039848451476409,3088,0,0.3519165155311745,37.474763650291926,-3.3136356357368637,0,2088,1,0
21274,29,management,single,tertiary,cellular,1009.1,yes,no,0,unknown,2,0.11471900051360442,2512,0,0.32370218703764736,37.47271796241209,-3.313727691691456,0,2089,1,0
20887,49,technician,married,tertiary,cellular,1073.29,yes,no,1,unknown,2,0.09908141241926877,3161,0,0.3519165155311745,37.42388937937815,-3.315924977927983,0,2090,1,0
20776,29,self-employed,single,tertiary,cellular,933.64,yes,no,1,unknown,2,0.09197030405128813,3536,0,0.4357353119321623,37.41535142679636,-3.3163091857941636,0,2091,1,0
17259,34,management,single,tertiary,,2424.47,yes,no,2,unknown,2,0.05043115891754167,5515,0,0.30557244030224046,37.361985324612725,-3.3187106603924272,0,2092,1,0
15703,54,management,divorced,tertiary,telephone,2201.27,yes,yes,0,unknown,2,0.06506085863587402,4855,0,0.26033844738263356,37.28476549032955,-3.3221855529351707,0,2093,1,0
15466,35,admin.,married,secondary,cellular,1173.8,yes,no,1,unknown,2,0.09011647862229322,3612,0,0.3519165155311745,37.22527947714054,-3.3248624235286757,0,2094,1,0
17686,30,management,married,tertiary,cellular,1179.61,yes,no,0,unknown,2,0.09753118777370126,3254,0,0.32298264008632677,37.15875366772628,-3.3278560849523178,0,2095,1,0
17172,32,student,single,,cellular,416.44,no,no,5,low,2,0.22866346185093772,361,0,0.3895714064675847,37.096786047897,-3.3306446278446353,0,2096,1,0
19694,29,student,single,secondary,cellular,354.88,no,no,0,high,2,0.47503239802115127,191,0,0.21995828233916884,37.08045668784813,-3.3313794490468345,0,2097,1,0
19835,41,entrepreneur,single,secondary,,3296.52,no,no,0,unknown,2,0.04542660650175227,5742,0,0.24743492778381734,37.053310378177066,-3.332601032982032,0,2098,1,0
18623,24,blue-collar,married,secondary,cellular,1246.23,yes,no,0,unknown,2,0.08436566158443543,3893,0,0.3519165155311745,37.00015701449558,-3.3349929343476994,0,2099,1,0
18336,39,management,single,tertiary,cellular,970.42,yes,no,1,unknown,2,0.11777585188282949,2398,0,0.32370218703764736,36.99658401600368,-3.3351537192798344,0,2100,1,0
