id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,period,proba_invest,rank,target,segment_expected_rate,expected_value_person,expected_value_gt_5
21677,52,management,married,tertiary,cellular,19.75,no,no,0,unknown,2,0.15280580233127042,1420,0,0.07208513374113035,0.21754677727503952,0
20788,39,blue-collar,divorced,,cellular,494.65,yes,no,1,unknown,2,0.15279523937133802,1421,0,0.08228041380148829,6.2187672641408875,1
19415,41,management,married,tertiary,cellular,-511.88,no,no,0,unknown,2,0.15276497553041854,1422,0,0.07208513374113035,-5.636865400297163,0
17888,41,blue-collar,married,secondary,cellular,2991.97,no,no,1,unknown,2,0.15274269327218493,1423,0,0.0512389485993054,23.416279237152636,1
15673,59,management,married,tertiary,cellular,334.85,no,no,0,unknown,2,0.15272560953493863,1424,0,0.07208513374113035,3.6864460194239177,0
19688,53,management,married,tertiary,cellular,48.93,no,no,0,unknown,2,0.15272191542934532,1425,0,0.07208513374113035,0.538669376668447,0
17432,49,management,married,tertiary,cellular,-146.73,no,no,0,unknown,2,0.15269637465459354,1426,0,0.07208513374113035,-1.6150774451290661,0
19327,41,admin.,married,secondary,cellular,3167.99,yes,no,9,low,2,0.15262303252001297,1427,0,0.04362767081777655,21.09433836700255,1
17371,49,management,married,tertiary,telephone,28.91,no,no,1,unknown,2,0.1525828664759602,1428,0,0.06552489117626475,0.28904147809988706,0
22342,45,management,married,tertiary,telephone,1192.93,no,no,0,unknown,2,0.15257503320824384,1429,0,0.06552489117626475,11.926272877120592,1
17048,59,management,married,tertiary,cellular,289.8,no,no,0,unknown,2,0.15251969314583022,1430,0,0.07208513374113035,3.186177838290552,0
20926,40,management,single,tertiary,cellular,2376.55,yes,no,3,low,2,0.15244930806926169,1431,0,0.09281817384526395,33.62834025292436,1
22849,72,retired,married,secondary,telephone,4339.04,no,no,1,unknown,2,0.15230463360269678,1432,0,0.04202667008875204,27.77357277570834,1
17889,51,self-employed,married,,cellular,2193.62,no,no,1,unknown,2,0.1522805608553316,1433,0,0.05431500543812174,18.143693137798206,1
19057,37,services,single,secondary,cellular,1132.75,no,no,0,low,2,0.1522394684442669,1434,0,0.061280895399395345,10.567844933862544,1
19244,51,blue-collar,married,secondary,cellular,4709.73,no,no,0,unknown,2,0.15222549490448373,1435,0,0.0512389485993054,36.73530202892468,1
15512,40,blue-collar,married,secondary,cellular,1473.59,no,no,2,unknown,2,0.1522172110467209,1436,0,0.0512389485993054,11.493191308517636,1
15676,31,technician,single,secondary,cellular,150.46,no,no,2,unknown,2,0.15220579733020634,1437,0,0.06066873098126188,1.3893675867853403,0
22361,32,unemployed,single,tertiary,cellular,1927.13,no,no,0,unknown,2,0.15219154772551083,1438,0,0.07642376706863628,22.414548071357633,1
17215,23,student,single,tertiary,cellular,136.11,no,no,1,unknown,2,0.15215715457886503,1439,0,0.07877328090010377,1.631403336900443,0
17823,57,management,married,tertiary,cellular,113.65,no,no,0,unknown,2,0.15214951446396702,1440,0,0.07208513374113035,1.2464811619267002,0
20220,28,entrepreneur,married,,cellular,1062.59,no,no,1,unknown,2,0.15210681467844092,1441,0,0.0512389485993054,8.281606778988053,1
20823,28,unemployed,single,tertiary,cellular,1708.19,no,no,0,unknown,2,0.15205996206242284,1442,0,0.07642376706863628,19.850867655953273,1
20570,36,management,single,tertiary,cellular,-4.27,no,yes,4,low,2,0.1520404763159173,1443,0,0.09281817384526395,-0.06025874967662622,0
16915,61,housemaid,married,tertiary,cellular,1446.1,no,no,2,low,2,0.15200239123316178,1444,0,0.06927322627066623,15.226993445724714,1
17313,44,admin.,divorced,secondary,cellular,704.84,yes,no,7,low,2,0.1519614204222326,1445,0,0.04362767081777655,4.6728938375116025,0
21255,58,technician,married,tertiary,cellular,-29.85,no,no,0,unknown,2,0.15195441267192378,1446,0,0.06611265114315325,-0.299876355878053,0
22821,59,management,married,tertiary,telephone,1706.75,no,no,0,unknown,2,0.15188427942061863,1447,0,0.06552489117626475,16.985918852659267,1
15467,59,management,married,tertiary,cellular,137.61,no,no,0,unknown,2,0.15182574025734152,1448,0,0.07208513374113035,1.5060559655391277,0
23061,26,student,single,tertiary,cellular,191.41,no,no,1,unknown,2,0.1517597452790793,1449,0,0.07877328090010377,2.288232482789769,0
16311,23,blue-collar,single,,cellular,769.75,yes,no,0,unknown,2,0.1517317797408123,1450,0,0.08228041380148829,9.609985152004965,1
21083,51,technician,married,secondary,cellular,8956.65,no,no,0,unknown,2,0.1516801617128896,1451,0,0.0512389485993054,69.61047483325612,1
19421,53,technician,married,secondary,cellular,613.45,no,no,3,low,2,0.15165633744796642,1452,0,0.05610600536833632,5.219742550555018,1
19055,40,admin.,married,secondary,cellular,1422.33,no,no,1,unknown,2,0.1516540165949352,1453,0,0.06506429544273229,14.034502391806127,1
22287,53,technician,single,secondary,cellular,1071.83,no,no,2,unknown,2,0.1516409554470719,1454,0,0.06066873098126188,9.860690586710238,1
19302,85,retired,divorced,primary,cellular,7723.88,no,no,1,unknown,2,0.1516278354127899,1455,0,0.0512389485993054,60.00876137069185,1
21688,21,student,single,tertiary,cellular,1279.11,no,no,0,unknown,2,0.15162096353710214,1456,0,0.07877328090010377,15.277281485478811,1
17468,48,management,divorced,secondary,cellular,743.31,no,yes,14,unknown,2,0.15159985906677267,1457,0,0.08851452643018391,9.974320595825233,1
20611,29,student,single,tertiary,cellular,1639.53,no,no,0,unknown,2,0.15153129011713348,1458,0,0.07877328090010377,19.570441475811073,1
15409,30,unemployed,single,tertiary,cellular,321.81,no,no,1,unknown,2,0.1514884464045658,1459,0,0.07642376706863628,3.725696622428199,0
23031,25,student,single,tertiary,cellular,71.06,no,no,1,unknown,2,0.1514286870036704,1460,0,0.07877328090010377,0.847641661404716,0
17288,58,management,married,tertiary,cellular,-25.41,no,no,0,unknown,2,0.1513008116474382,1461,0,0.07208513374113035,-0.27713516215820516,0
22722,39,student,single,tertiary,cellular,2043.37,no,no,0,unknown,2,0.1512073736535427,1462,0,0.07877328090010377,24.33878628481099,1
16135,32,blue-collar,divorced,secondary,cellular,127.63,yes,no,11,unknown,2,0.1509045155348457,1463,0,0.04362767081777655,0.8402664670341898,0
16933,32,management,single,tertiary,cellular,4367.11,yes,no,1,low,2,0.15089903216455125,1464,0,0.09281817384526395,61.16649642550665,1
20912,36,management,divorced,tertiary,cellular,8250.0,no,yes,1,unknown,2,0.15083228350642464,1465,0,0.08933247467639067,111.16232446043882,1
20173,63,retired,married,secondary,telephone,3580.29,no,no,1,unknown,2,0.1508000370666661,1466,0,0.04202667008875204,22.69052970846511,1
16107,45,management,married,tertiary,cellular,-764.04,no,no,0,unknown,2,0.15075300532717562,1467,0,0.07208513374113035,-8.302861302899544,0
21508,37,self-employed,single,tertiary,cellular,1838.41,no,no,0,unknown,2,0.15070943804017845,1468,0,0.21354247302872037,59.16530288136636,1
19569,33,technician,single,secondary,cellular,2623.54,no,no,0,unknown,2,0.15069072331984112,1469,0,0.06066873098126188,23.984966621632402,1
19971,48,admin.,married,secondary,cellular,233.6,no,no,2,unknown,2,0.1506877184448757,1470,0,0.06506429544273229,2.290305558309349,0
19339,66,retired,married,secondary,cellular,3480.73,no,no,0,unknown,2,0.15061164858575132,1471,0,0.0512389485993054,26.86142871402987,1
21204,62,management,married,tertiary,cellular,9.15,no,no,0,unknown,2,0.15059638699615638,1472,0,0.07208513374113035,0.09933021038257295,0
16880,32,technician,single,tertiary,cellular,687.93,no,yes,3,low,2,0.15056401858754223,1473,0,0.07114209740286417,7.368720971291147,1
19280,70,management,married,secondary,cellular,-34.86,no,no,4,low,2,0.1505297401814504,1474,0,0.06798481987724252,-0.35674808131600416,0
17826,31,technician,married,secondary,cellular,675.02,no,no,2,low,2,0.15052836176906204,1475,0,0.05610600536833632,5.70091183551523,1
19438,39,technician,married,secondary,cellular,1053.01,no,no,2,low,2,0.1505186019333683,1476,0,0.05610600536833632,8.892666804952647,1
22660,35,self-employed,single,tertiary,cellular,342.0,no,no,1,unknown,2,0.15050343633668312,1477,0,0.21354247302872037,10.991495590172315,1
19655,31,technician,single,secondary,cellular,2483.23,no,no,0,unknown,2,0.15048605753928176,1478,0,0.06066873098126188,22.671388638374168,1
19364,28,admin.,married,secondary,cellular,593.0,no,no,1,unknown,2,0.15047961216930447,1479,0,0.06506429544273229,5.8059740169648,1
16932,33,management,married,tertiary,cellular,8515.59,yes,no,5,unknown,2,0.15044227058812784,1480,0,0.05812960901441201,74.47011502673547,1
20667,42,self-employed,single,tertiary,cellular,653.13,no,no,1,unknown,2,0.15040630690956172,1481,0,0.21354247302872037,20.977317340505447,1
15635,52,blue-collar,married,secondary,cellular,277.01,no,no,3,unknown,2,0.15035216426484244,1482,0,0.0512389485993054,2.1340536870554474,0
16022,45,admin.,married,secondary,cellular,11.51,no,no,2,unknown,2,0.150328324110125,1483,0,0.06506429544273229,0.11257938473802098,0
16117,36,self-employed,single,tertiary,cellular,346.94,no,no,1,unknown,2,0.1503111393761877,1484,0,0.21354247302872037,11.136015043130488,1
20341,46,management,divorced,tertiary,cellular,10688.22,yes,no,0,unknown,2,0.15020826141221708,1485,0,0.06574998604705269,105.55890315339305,1
22500,48,admin.,married,secondary,cellular,2790.06,no,no,0,unknown,2,0.1499872517760405,1486,0,0.06506429544273229,27.2276789944291,1
19632,32,housemaid,single,tertiary,cellular,66.33,no,no,1,unknown,2,0.14990293026884963,1487,0,0.07642376706863628,0.7598862056874959,0
16763,49,blue-collar,married,secondary,cellular,2741.63,no,no,1,unknown,2,0.14988122723826142,1488,0,0.0512389485993054,21.05505080887862,1
21135,30,management,single,tertiary,cellular,-28.08,yes,no,4,low,2,0.14984817750941612,1489,0,0.09281817384526395,-0.39055444806825595,0
21637,25,admin.,single,tertiary,cellular,3710.71,yes,no,0,unknown,2,0.14978441291723862,1490,0,0.09093281488457068,50.5410512907818,1
22568,59,housemaid,divorced,tertiary,cellular,-25.87,no,no,2,unknown,2,0.14942303904460946,1491,0,0.06611265114315325,-0.255563346657853,0
18158,37,housemaid,single,tertiary,cellular,180.22,no,no,1,unknown,2,0.14934664677203074,1492,0,0.07642376706863628,2.0569650015057492,0
19791,48,admin.,married,secondary,telephone,248.97,yes,no,12,low,2,0.14926898413129944,1493,0,0.048365287249022997,1.7974233033063116,0
20837,40,blue-collar,married,secondary,cellular,808.16,no,no,2,unknown,2,0.14920702404778227,1494,0,0.0512389485993054,6.178553750724164,1
22208,52,management,married,tertiary,telephone,764.32,no,no,0,unknown,2,0.1491288318323014,1495,0,0.06552489117626475,7.468667892622707,1
15445,43,unemployed,married,tertiary,cellular,-50.63,no,no,2,low,2,0.14910345426788163,1496,0,0.06927322627066623,-0.5229510589767442,0
18583,58,retired,married,secondary,cellular,36.96,no,no,2,unknown,2,0.14902704159098568,1497,0,0.0512389485993054,0.2822261506305619,0
17813,51,retired,married,secondary,cellular,2381.55,no,no,0,unknown,2,0.14887293666558646,1498,0,0.0512389485993054,18.166684287894743,1
15748,34,admin.,married,secondary,cellular,515.56,no,no,1,unknown,2,0.14884890570053633,1499,0,0.06506429544273229,4.993069285604976,0
17696,24,technician,single,secondary,cellular,404.16,no,no,1,unknown,2,0.14872960948627736,1500,0,0.06066873098126188,3.646831331282623,0
21987,37,,single,tertiary,cellular,40.15,no,no,1,unknown,2,0.14871882057716088,1501,0,0.07642376706863628,0.4563309479758269,0
20032,51,management,married,tertiary,cellular,-931.11,no,no,0,unknown,2,0.14871836618443932,1502,0,0.07208513374113035,-9.981856109516912,0
15473,35,management,single,secondary,cellular,1067.76,no,no,1,unknown,2,0.148696906195347,1503,0,0.07220958899072448,11.46490480704095,1
16369,31,technician,single,secondary,cellular,2070.13,no,no,0,unknown,2,0.1486290909733008,1504,0,0.06066873098126188,18.66664858401849,1
17579,35,management,married,tertiary,cellular,4136.94,yes,no,8,unknown,2,0.1486163329486224,1505,0,0.05812960901441201,35.73906324713864,1
18975,23,student,single,secondary,cellular,8708.84,no,no,1,unknown,2,0.14851561564342383,1506,0,0.06066873098126188,78.46885985304887,1
19250,38,admin.,married,secondary,cellular,1985.99,no,no,0,unknown,2,0.14851136426661965,1507,0,0.06506429544273229,19.190198912682888,1
17764,57,retired,married,secondary,cellular,1226.14,no,no,1,unknown,2,0.14849396628505915,1508,0,0.0512389485993054,9.32930040375384,1
17410,20,student,single,secondary,telephone,263.19,no,no,5,low,2,0.14820050252385733,1509,0,0.05610600536833632,2.1884085822770745,0
17091,55,blue-collar,married,secondary,cellular,3984.26,no,no,0,unknown,2,0.14809644343671396,1510,0,0.0512389485993054,30.23378427470079,1
21646,38,admin.,married,,cellular,4630.28,yes,no,0,unknown,2,0.14800142433820798,1511,0,0.08228041380148829,56.38578309997939,1
19628,59,,married,,cellular,1610.45,no,no,1,unknown,2,0.14793731240773772,1512,0,0.0512389485993054,12.207456346226799,1
18624,34,management,single,tertiary,cellular,1082.75,yes,no,3,low,2,0.14789990000286338,1513,0,0.09281817384526395,14.863773966808909,1
17553,49,management,divorced,tertiary,cellular,526.92,yes,no,4,low,2,0.14789945975660657,1514,0,0.07275005953798525,5.669498227483338,1
22154,33,admin.,married,secondary,cellular,1605.42,no,no,0,unknown,2,0.14787349481082795,1515,0,0.06506429544273229,15.446202970603185,1
18684,64,retired,divorced,primary,cellular,1816.27,no,no,4,unknown,2,0.14783804707665785,1516,0,0.0512389485993054,13.758365296697235,1
21206,48,blue-collar,married,secondary,telephone,3788.04,no,no,1,unknown,2,0.14781102930960532,1517,0,0.04202667008875204,23.531324800083123,1
19902,34,management,married,secondary,cellular,357.12,no,no,2,low,2,0.14779829915392975,1518,0,0.06798481987724252,3.5883563112624883,0
18200,46,admin.,married,secondary,cellular,2188.78,no,no,0,unknown,2,0.14772043707944799,1519,0,0.06506429544273229,21.037078474819683,1
22045,28,technician,single,secondary,cellular,366.55,no,no,1,unknown,2,0.14771366218230672,1520,0,0.06066873098126188,3.2848746387877608,0
22965,28,services,single,secondary,cellular,-6.05,no,no,3,unknown,2,0.14769261400806077,1521,0,0.06066873098126188,-0.05420995697640505,0
20273,60,retired,married,secondary,cellular,19234.52,yes,no,0,unknown,2,0.14765748752730395,1522,0,0.04362767081777655,123.90785957672846,1
17385,48,admin.,married,secondary,cellular,910.62,no,no,1,unknown,2,0.1476430818946118,1523,0,0.06506429544273229,8.747682623146842,1
18213,29,admin.,married,secondary,cellular,2.22,no,no,1,unknown,2,0.14761842316171814,1524,0,0.06506429544273229,0.021322408908193154,0
20118,77,retired,married,primary,telephone,670.16,no,no,7,low,2,0.14757351711253652,1525,0,0.05610600536833632,5.5487643257249,1
22757,41,technician,single,secondary,cellular,2304.74,no,no,0,unknown,2,0.14755638908432875,1526,0,0.06066873098126188,20.632168169086558,1
22788,41,housemaid,single,secondary,cellular,2267.24,no,no,3,low,2,0.14753615528382355,1527,0,0.061280895399395345,20.498451710388817,1
18300,59,retired,married,secondary,cellular,2456.17,no,no,0,unknown,2,0.147509873045937,1528,0,0.0512389485993054,18.56434887453637,1
21607,46,management,married,secondary,cellular,1149.58,no,no,5,unknown,2,0.1474607054055205,1529,0,0.06798481987724252,11.524642382771942,1
22095,32,student,single,tertiary,cellular,870.27,no,no,0,unknown,2,0.14743435834009405,1530,0,0.07877328090010377,10.107218417543624,1
18656,26,self-employed,single,tertiary,cellular,573.61,no,no,0,unknown,2,0.14738306490711042,1531,0,0.21354247302872037,18.05296605723333,1
22706,30,self-employed,single,tertiary,cellular,754.55,no,no,0,unknown,2,0.14734249976209746,1532,0,0.21354247302872037,23.741071998179464,1
18142,37,self-employed,single,tertiary,telephone,1279.87,no,no,1,unknown,2,0.14730795034053143,1533,0,0.1793756773441251,33.81859806401152,1
17137,36,admin.,married,secondary,cellular,262.28,no,no,1,unknown,2,0.1472959859027752,1534,0,0.06506429544273229,2.51361533928076,0
22590,44,technician,divorced,secondary,cellular,2473.73,no,no,0,unknown,2,0.14728602413465275,1535,0,0.0512389485993054,18.66869861268259,1
19824,30,technician,married,secondary,cellular,6974.91,no,no,0,unknown,2,0.1472599337352318,1536,0,0.0512389485993054,52.62879403341593,1
20340,36,management,married,tertiary,cellular,14725.85,yes,no,0,unknown,2,0.14725720539572484,1537,0,0.05812960901441201,126.05333157842747,1
22149,46,admin.,married,secondary,cellular,722.01,no,no,1,unknown,2,0.1472273844389396,1538,0,0.06506429544273229,6.9163114321822174,1
20081,34,technician,divorced,secondary,cellular,626.15,no,no,1,unknown,2,0.14721242663597212,1539,0,0.0512389485993054,4.723055687443062,0
21057,35,blue-collar,single,primary,cellular,137.1,no,no,2,low,2,0.14718792333965056,1540,0,0.061280895399395345,1.2366156403631177,0
18475,23,student,single,tertiary,cellular,365.1,no,no,0,unknown,2,0.14709039021460485,1541,0,0.07877328090010377,4.2303379877821525,0
19113,43,self-employed,married,tertiary,cellular,6565.06,no,no,0,unknown,2,0.14704591684564036,1542,0,0.08562353377876762,82.65798553469227,1
22015,31,entrepreneur,single,tertiary,cellular,706.72,no,no,0,unknown,2,0.146919634930243,1543,0,0.07642376706863628,7.935159551558443,1
22579,27,admin.,single,secondary,cellular,327.43,yes,no,9,unknown,2,0.14685828621148456,1544,0,0.05449400403777488,2.620388250963083,0
22451,56,management,married,tertiary,telephone,442.8,no,no,0,unknown,2,0.14684904828285128,1545,0,0.06552489117626475,4.260740229694228,0
16621,30,technician,single,secondary,cellular,261.81,no,no,1,unknown,2,0.1468269713868083,1546,0,0.06066873098126188,2.3321526961539503,0
23050,24,technician,single,secondary,cellular,1327.9,no,no,0,unknown,2,0.1468065769653103,1547,0,0.06066873098126188,11.82703260884968,1
17307,75,self-employed,married,,telephone,5027.58,no,no,0,unknown,2,0.1468037405220691,1548,0,0.0438098091495243,32.33459849505352,1
22897,52,services,married,secondary,cellular,10252.92,no,no,0,unknown,2,0.1467673155563273,1549,0,0.0512389485993054,77.1040391055276,1
15727,64,retired,married,secondary,cellular,1163.64,no,no,1,unknown,2,0.14673683481401037,1550,0,0.0512389485993054,8.748991572262863,1
17257,37,technician,married,secondary,cellular,409.91,no,no,5,unknown,2,0.1467344092381848,1551,0,0.0512389485993054,3.0819152430922223,0
18169,36,admin.,married,secondary,cellular,1483.2,no,no,0,unknown,2,0.14669821389963364,1552,0,0.06506429544273229,14.15687098750489,1
20260,40,self-employed,divorced,tertiary,cellular,1157.64,no,no,0,unknown,2,0.14663616166825033,1553,0,0.08562353377876762,14.53475636151008,1
17951,28,services,single,secondary,cellular,1106.48,no,no,2,unknown,2,0.14661355868715178,1554,0,0.06066873098126188,9.841983088621161,1
20022,29,student,single,tertiary,cellular,524.93,no,no,0,unknown,2,0.1465357665906083,1555,0,0.07877328090010377,6.0593211121486155,1
21949,27,admin.,married,secondary,cellular,1013.01,no,no,0,unknown,2,0.1465101925938971,1556,0,0.06506429544273229,9.656601354057406,1
19893,58,retired,single,secondary,cellular,1718.38,no,yes,5,low,2,0.14645366222934153,1557,0,0.05628758976560063,14.165506185556268,1
22694,75,blue-collar,married,secondary,telephone,6113.19,no,no,0,unknown,2,0.1464200804391339,1558,0,0.04202667008875204,37.61781063499614,1
20842,37,blue-collar,married,secondary,cellular,1394.6,no,no,1,unknown,2,0.14641658965354826,1559,0,0.0512389485993054,10.462612902479993,1
17704,45,admin.,divorced,,telephone,978.41,yes,no,0,unknown,2,0.1463668530405973,1560,0,0.03499546483095754,5.01158827690793,1
18384,70,retired,married,secondary,cellular,2715.23,no,no,0,unknown,2,0.14634197646254932,1561,0,0.0512389485993054,20.359905095910932,1
22093,48,management,divorced,tertiary,cellular,115.69,yes,no,4,low,2,0.14628678285320754,1562,0,0.07275005953798525,1.2312160354438961,0
17159,40,technician,single,secondary,cellular,608.84,no,no,1,unknown,2,0.14626048303335454,1563,0,0.06066873098126188,5.402503930025329,1
16188,27,technician,single,secondary,cellular,-39.4,no,no,1,unknown,2,0.14612594617073102,1564,0,0.06066873098126188,-0.34929186327400874,0
17379,43,admin.,married,secondary,cellular,328.63,no,no,1,unknown,2,0.14611787199258705,1565,0,0.06506429544273229,3.124303942362256,0
18162,31,management,single,tertiary,cellular,3244.87,yes,no,1,low,2,0.14609650866063215,1566,0,0.09281817384526395,44.001771292764836,1
17884,27,technician,single,secondary,cellular,1305.68,no,no,0,unknown,2,0.14607863956918815,1567,0,0.06066873098126188,11.57146585626856,1
20829,34,technician,single,tertiary,cellular,203.7,yes,yes,15,low,2,0.14606777452652328,1568,0,0.0654680547720691,1.9479368729609388,0
21016,44,technician,divorced,secondary,cellular,2183.73,no,no,0,unknown,2,0.14600342107766537,1569,0,0.0512389485993054,16.33661905813725,1
20446,28,technician,single,secondary,cellular,1331.67,no,no,0,unknown,2,0.14598375273928207,1570,0,0.06066873098126188,11.79413380389186,1
22858,37,blue-collar,married,secondary,cellular,-59.62,no,no,2,unknown,2,0.14598243336260344,1571,0,0.0512389485993054,-0.44595678913628,0
19117,32,technician,single,tertiary,cellular,367.58,yes,no,3,low,2,0.14581020619552856,1572,0,0.07039612591885977,3.7730152189721338,0
21560,31,technician,single,secondary,cellular,78.27,no,no,1,unknown,2,0.14580694248475345,1573,0,0.06066873098126188,0.6923703281525889,0
21856,28,management,single,tertiary,cellular,930.74,no,yes,2,low,2,0.1457861435912076,1574,0,0.09281817384526395,12.594404753352626,1
15610,27,technician,single,secondary,cellular,1222.83,no,no,0,unknown,2,0.14571376189986143,1575,0,0.06066873098126188,10.81014616691316,1
18103,26,self-employed,single,tertiary,cellular,193.63,no,no,0,unknown,2,0.1457034706891319,1576,0,0.21354247302872037,6.024580479805895,1
23090,32,technician,single,secondary,cellular,92.89,no,no,1,unknown,2,0.1456621871599201,1577,0,0.06066873098126188,0.8208819389609451,0
16986,32,management,divorced,tertiary,cellular,568.37,yes,no,3,low,2,0.14565747939254658,1578,0,0.07275005953798525,6.02278402765188,1
20981,35,admin.,married,secondary,cellular,-166.57,no,no,1,unknown,2,0.14561127290941095,1579,0,0.06506429544273229,-1.5780999842232697,0
17361,34,technician,single,secondary,cellular,1491.85,no,no,0,unknown,2,0.1454341277015985,1580,0,0.06066873098126188,13.163046026186613,1
20520,46,admin.,married,secondary,cellular,314.2,no,no,1,unknown,2,0.14542698046126695,1581,0,0.06506429544273229,2.9729930837363825,0
17147,35,services,single,secondary,cellular,2519.37,no,no,1,unknown,2,0.1453992613667186,1582,0,0.06066873098126188,22.223838106419898,1
19799,29,self-employed,single,tertiary,cellular,265.6,no,no,0,unknown,2,0.14539321890025772,1583,0,0.21354247302872037,8.246249870790628,1
18884,30,technician,single,secondary,telephone,1487.89,no,no,1,unknown,2,0.1453710802209531,1584,0,0.053620210084077795,11.59784642699131,1
19524,30,management,single,secondary,cellular,57.82,no,no,1,unknown,2,0.14527453498332138,1585,0,0.07220958899072448,0.6065442001907736,0
21990,29,technician,single,secondary,cellular,1214.82,no,no,0,unknown,2,0.14526098847408078,1586,0,0.06066873098126188,10.705965491674794,1
20018,35,technician,single,secondary,cellular,132.84,no,no,1,unknown,2,0.1452114826533182,1587,0,0.06066873098126188,1.1702933506521795,0
22944,28,entrepreneur,single,tertiary,cellular,170.25,no,no,0,unknown,2,0.14518329467481988,1588,0,0.07642376706863628,1.8890010936361763,0
20236,38,blue-collar,married,secondary,cellular,1273.17,yes,no,10,low,2,0.14510200084883243,1589,0,0.04362767081777655,8.059754722182532,1
16435,57,retired,married,secondary,cellular,443.75,no,no,1,unknown,2,0.1450314494814916,1590,0,0.0512389485993054,3.2976211747113022,0
20672,35,technician,divorced,secondary,cellular,176.6,no,no,1,unknown,2,0.1450205925745913,1591,0,0.0512389485993054,1.312262094836834,0
21935,30,services,single,secondary,cellular,3542.75,no,no,0,unknown,2,0.14498327395073413,1592,0,0.06066873098126188,31.161856270034153,1
19084,34,technician,single,secondary,cellular,27.61,no,no,1,unknown,2,0.14495849085068835,1593,0,0.06066873098126188,0.24281470057926408,0
18147,33,technician,divorced,secondary,cellular,65.64,no,no,1,unknown,2,0.14495083161626765,1594,0,0.0512389485993054,0.4875166957446052,0
18288,38,unemployed,single,tertiary,cellular,585.5,no,no,0,unknown,2,0.1449205952567532,1595,0,0.07642376706863628,6.484633710887555,1
21398,59,retired,married,secondary,cellular,506.29,no,no,1,unknown,2,0.1448890906480636,1596,0,0.0512389485993054,3.7586790719218253,0
22688,32,management,single,tertiary,cellular,3016.88,yes,no,1,low,2,0.14488594719913833,1597,0,0.09281817384526395,40.57115017230459,1
17228,33,admin.,married,secondary,cellular,928.32,no,no,0,unknown,2,0.14488341545200942,1598,0,0.06506429544273229,8.751028814636976,1
21383,29,entrepreneur,single,tertiary,cellular,146.7,no,no,0,unknown,2,0.1448718497238491,1599,0,0.07642376706863628,1.624211421470965,0
21349,35,technician,single,secondary,cellular,50.07,no,no,1,unknown,2,0.14484875379574655,1600,0,0.06066873098126188,0.4400046491556496,0
22498,36,admin.,married,secondary,cellular,1059.99,no,no,0,unknown,2,0.14483575498433304,1601,0,0.06506429544273229,9.988960297786612,1
17835,63,retired,married,secondary,cellular,668.64,no,no,1,unknown,2,0.1447677304506545,1602,0,0.0512389485993054,4.959801885630271,0
22037,70,retired,married,secondary,cellular,2354.77,no,no,0,unknown,2,0.1447576229374196,1603,0,0.0512389485993054,17.465866921935977,1
22200,28,student,single,tertiary,cellular,71.5,no,no,0,unknown,2,0.14475069203085703,1604,0,0.07877328090010377,0.8152778150539245,0
22838,49,services,married,tertiary,telephone,458.54,no,no,1,unknown,2,0.14468664949291052,1605,0,0.06129840541692483,4.06681918464256,0
17094,63,retired,married,secondary,cellular,2002.37,no,no,0,unknown,2,0.1446711443033938,1606,0,0.0512389485993054,14.843162983193011,1
17965,51,technician,married,secondary,telephone,8940.49,no,no,0,unknown,2,0.1446667949559976,1607,0,0.04202667008875204,54.356960293046434,1
15599,31,management,single,tertiary,cellular,8640.04,yes,no,0,unknown,2,0.14466407848518234,1608,0,0.07039612591885977,87.98835886984345,1
18315,31,management,single,tertiary,cellular,183.67,yes,no,3,low,2,0.1445618996996805,1609,0,0.09281817384526395,2.4644788323342364,0
19141,25,student,single,tertiary,cellular,-116.83,no,no,0,unknown,2,0.14455052996473808,1610,0,0.07877328090010377,-1.3303104393218288,0
16732,27,student,single,tertiary,cellular,-29.9,no,no,0,unknown,2,0.14451510147594399,1611,0,0.07877328090010377,-0.3403794676178589,0
19083,32,technician,single,tertiary,cellular,1725.01,yes,no,5,unknown,2,0.14450977151957534,1612,0,0.07039612591885977,17.548402654166726,1
20811,66,retired,married,secondary,cellular,2090.04,no,no,0,unknown,2,0.144431272855528,1613,0,0.0512389485993054,15.467354743153843,1
22741,57,services,divorced,secondary,cellular,4772.44,no,no,0,unknown,2,0.14436830982511217,1614,0,0.0512389485993054,35.30307690318502,1
19564,48,retired,married,secondary,telephone,50.94,no,no,2,unknown,2,0.14430717523043812,1615,0,0.04202667008875204,0.30893836728462604,0
20703,32,management,married,tertiary,cellular,2710.74,yes,no,5,low,2,0.14426299642661822,1616,0,0.07275005953798525,28.44960008430472,1
22505,46,admin.,married,secondary,cellular,46.76,no,no,1,unknown,2,0.144256229416466,1617,0,0.06506429544273229,0.4388860835365032,0
22875,57,management,married,secondary,cellular,7711.94,no,no,0,unknown,2,0.14420565378603195,1618,0,0.06798481987724252,75.60628188106121,1
21150,37,management,single,tertiary,cellular,1724.86,yes,no,2,low,2,0.14412655852931358,1619,0,0.09281817384526395,23.074424981176037,1
16027,47,blue-collar,divorced,secondary,cellular,1716.34,yes,no,6,low,2,0.144072948200366,1620,0,0.04362767081777655,10.788170335673616,1
16081,70,retired,married,secondary,cellular,2186.63,no,no,0,unknown,2,0.14402347276186034,1621,0,0.0512389485993054,16.136479496143696,1
