id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,period,proba_invest,rank,target
17044,39,entrepreneur,married,tertiary,cellular,8.25,no,no,2,unknown,2,0.13157059924626988,2008,0
22753,55,admin.,married,secondary,telephone,364.78,no,no,0,unknown,2,0.13156674891001136,2009,0
17210,50,management,married,tertiary,cellular,3247.97,yes,no,3,low,2,0.13154075934014206,2010,0
20327,47,,married,,telephone,81.29,no,no,0,unknown,2,0.1315087497587398,2011,0
21072,53,blue-collar,married,secondary,cellular,-17.78,no,no,0,unknown,2,0.1315076411017215,2012,0
17792,43,services,divorced,,cellular,2445.77,yes,no,1,unknown,2,0.13149919864001341,2013,0
18227,56,blue-collar,married,secondary,telephone,313.39,no,no,1,unknown,2,0.13145978649206355,2014,0
22918,54,blue-collar,married,secondary,cellular,1.88,no,no,0,unknown,2,0.13139522701979725,2015,0
21060,25,services,single,secondary,cellular,74.48,no,no,0,unknown,2,0.13139463329947354,2016,0
15986,31,services,single,secondary,cellular,353.93,no,no,0,unknown,2,0.13137179533368995,2017,0
21631,26,management,single,tertiary,cellular,871.38,yes,no,0,low,2,0.13136341133910936,2018,0
22639,30,management,married,tertiary,cellular,6604.28,yes,no,3,unknown,2,0.13130318594963575,2019,0
18699,39,blue-collar,single,secondary,cellular,598.04,yes,yes,16,low,2,0.1313029688881675,2020,0
20453,56,blue-collar,married,secondary,cellular,60.16,no,no,0,unknown,2,0.13124703011484196,2021,0
20147,25,technician,single,secondary,cellular,7302.69,yes,no,2,low,2,0.13119919154709672,2022,0
21634,54,management,married,tertiary,cellular,11783.91,yes,no,0,unknown,2,0.13118936031490921,2023,0
21506,21,admin.,single,secondary,cellular,79.04,yes,no,3,low,2,0.1310875980062698,2024,0
20591,52,services,divorced,secondary,cellular,7.74,no,no,1,unknown,2,0.1310673113577903,2025,0
16162,33,services,married,secondary,cellular,-89.94,no,no,1,low,2,0.13106097851312337,2026,0
17557,42,services,divorced,secondary,cellular,876.47,no,no,0,unknown,2,0.1310194522300039,2027,0
22851,30,services,single,secondary,cellular,216.14,no,no,0,unknown,2,0.13100815234812183,2028,0
20078,53,admin.,married,secondary,telephone,128.84,no,no,0,unknown,2,0.13099880573671677,2029,0
21185,41,management,divorced,tertiary,cellular,4567.25,yes,no,1,unknown,2,0.13090446793133495,2030,0
17103,51,admin.,married,secondary,telephone,-14.12,no,no,0,unknown,2,0.13080611678340417,2031,0
17027,30,technician,single,secondary,cellular,9094.23,yes,no,4,unknown,2,0.1307968308492695,2032,0
22751,24,student,single,secondary,cellular,204.09,no,no,1,low,2,0.13075945862365665,2033,0
18492,43,housemaid,married,tertiary,cellular,-6.8,no,no,2,unknown,2,0.13074446315982985,2034,0
17957,55,blue-collar,married,secondary,cellular,-114.07,no,no,0,unknown,2,0.13073724856799523,2035,0
16445,45,technician,married,,cellular,806.3,yes,no,1,low,2,0.1307040291017215,2036,0
17173,44,management,married,tertiary,cellular,11182.72,yes,no,0,unknown,2,0.13068261323828503,2037,0
16417,34,self-employed,married,tertiary,telephone,2462.17,no,no,1,unknown,2,0.1306824156812173,2038,0
21076,35,technician,single,,cellular,781.73,yes,no,0,unknown,2,0.1306592775109462,2039,0
19061,47,technician,married,secondary,cellular,2494.72,no,no,1,unknown,2,0.13064927288557665,2040,0
22907,49,retired,divorced,secondary,cellular,-276.66,yes,no,4,low,2,0.1306265097581298,2041,0
18668,31,services,single,secondary,cellular,166.01,no,no,0,unknown,2,0.13061575350028848,2042,0
19520,53,services,married,secondary,cellular,744.73,no,no,1,low,2,0.13059597450630253,2043,0
22738,26,blue-collar,single,tertiary,cellular,527.81,yes,no,0,unknown,2,0.13058189036933526,2044,0
18112,40,unemployed,married,tertiary,cellular,2508.58,no,no,0,unknown,2,0.1305289894835345,2045,0
19075,28,management,single,tertiary,cellular,5115.03,yes,no,0,unknown,2,0.1304909181276566,2046,0
18937,58,blue-collar,married,secondary,cellular,-40.1,no,no,0,unknown,2,0.13046201700923682,2047,0
17365,35,admin.,divorced,secondary,cellular,671.98,yes,no,3,low,2,0.13044636070271962,2048,0
21956,63,retired,married,primary,cellular,8247.71,no,no,0,unknown,2,0.13043125744631173,2049,0
19860,28,services,single,secondary,cellular,-77.44,no,no,0,unknown,2,0.13021136356739998,2050,0
20130,31,management,divorced,tertiary,cellular,868.85,yes,no,0,low,2,0.13004859365406252,2051,0
19988,31,management,single,tertiary,cellular,2431.97,yes,no,2,unknown,2,0.13003445477609152,2052,0
17583,53,services,married,secondary,cellular,6297.04,no,no,0,unknown,2,0.12991901874550732,2053,0
22075,27,services,single,secondary,cellular,-101.36,yes,no,9,low,2,0.1297869352316752,2054,0
17001,58,management,divorced,tertiary,cellular,5088.91,yes,no,1,unknown,2,0.12975814646089712,2055,0
21872,48,management,divorced,tertiary,cellular,248.15,yes,no,1,low,2,0.12975814017653955,2056,0
21822,40,admin.,single,primary,cellular,2008.78,no,no,0,unknown,2,0.12967397326338406,2057,0
18992,34,technician,married,secondary,cellular,2982.21,no,no,0,unknown,2,0.12964668985011052,2058,0
22679,67,management,married,secondary,cellular,3301.23,no,no,1,unknown,2,0.12948130985526188,2059,0
17783,33,management,single,tertiary,cellular,1023.13,yes,no,3,unknown,2,0.1294435978916921,2060,0
16502,28,services,divorced,secondary,cellular,-72.91,yes,yes,24,unknown,2,0.1294395632639871,2061,0
20442,70,retired,married,primary,cellular,173.55,no,no,6,unknown,2,0.1293450540609149,2062,0
19772,31,housemaid,single,tertiary,cellular,2072.12,yes,no,5,low,2,0.1293216567540668,2063,0
21086,42,services,divorced,secondary,cellular,441.19,no,no,0,unknown,2,0.12927785347887766,2064,0
15900,39,services,single,secondary,telephone,408.55,no,no,1,unknown,2,0.12926489446602957,2065,0
21166,41,admin.,divorced,tertiary,cellular,-297.82,yes,no,0,unknown,2,0.12921450730034514,2066,0
22680,27,technician,single,,cellular,30.38,yes,no,0,unknown,2,0.12917630368026095,2067,0
18855,30,technician,single,tertiary,cellular,355.76,yes,no,0,low,2,0.12913141163555833,2068,0
19282,35,services,single,secondary,cellular,-16.57,no,no,0,unknown,2,0.12912741939128888,2069,0
15849,29,services,single,secondary,cellular,-310.52,no,no,0,unknown,2,0.12909229855451948,2070,0
17668,29,services,single,secondary,cellular,-320.43,no,no,0,unknown,2,0.129052926323021,2071,0
15879,70,retired,married,primary,cellular,3868.61,no,no,0,low,2,0.12904992647697713,2072,0
19037,36,entrepreneur,single,secondary,cellular,340.4,no,no,1,low,2,0.12902622610744502,2073,0
22655,56,services,divorced,secondary,cellular,1017.89,no,no,0,unknown,2,0.12892593096663843,2074,0
18414,53,management,married,tertiary,cellular,1366.2,yes,no,4,low,2,0.1288650547013544,2075,0
16791,38,blue-collar,married,secondary,telephone,155.23,no,no,0,unknown,2,0.12882468787056361,2076,0
19543,30,management,single,tertiary,cellular,419.47,yes,no,0,low,2,0.1287959628030544,2077,0
16240,32,management,married,tertiary,telephone,546.46,yes,no,5,low,2,0.12877653327051236,2078,0
19624,55,entrepreneur,married,tertiary,cellular,63.77,no,no,2,unknown,2,0.12875054668652305,2079,0
21043,54,retired,divorced,tertiary,telephone,98.93,yes,no,1,unknown,2,0.12874415614985193,2080,0
20458,33,technician,married,secondary,cellular,2701.17,no,no,0,unknown,2,0.1287182454057261,2081,0
22865,73,retired,married,secondary,telephone,199.76,no,no,0,unknown,2,0.12869692643515865,2082,0
22444,57,technician,married,secondary,telephone,90.5,yes,no,13,low,2,0.1286629940009156,2083,0
15481,33,technician,single,tertiary,cellular,369.96,yes,no,0,low,2,0.12862211518212602,2084,0
21832,38,self-employed,married,tertiary,cellular,556.09,no,no,1,unknown,2,0.1285299986222662,2085,0
15749,55,admin.,married,,cellular,60.96,no,yes,0,unknown,2,0.12852491840561772,2086,0
18395,37,management,single,,cellular,461.3,yes,no,0,unknown,2,0.1284130276658698,2087,0
16148,50,technician,married,secondary,cellular,3424.94,no,no,0,unknown,2,0.12838547276235232,2088,0
17989,54,admin.,divorced,secondary,cellular,-311.0,yes,no,4,low,2,0.1283361904630108,2089,0
18058,33,admin.,single,secondary,cellular,-55.42,yes,no,3,low,2,0.1282767435860738,2090,0
18397,55,management,divorced,,cellular,-11.49,yes,no,1,unknown,2,0.12817739505224715,2091,0
21898,45,blue-collar,divorced,primary,cellular,1884.14,no,no,1,unknown,2,0.12817715549568037,2092,0
16633,29,unemployed,married,tertiary,cellular,36.77,no,no,1,unknown,2,0.1281676097867035,2093,0
22563,31,technician,married,secondary,cellular,2465.29,no,no,0,unknown,2,0.1281610208493029,2094,0
20362,35,management,divorced,tertiary,cellular,576.25,yes,no,0,low,2,0.12813075112663533,2095,0
20060,28,technician,single,tertiary,cellular,4359.06,yes,no,0,unknown,2,0.12807299988106735,2096,0
20632,53,technician,married,secondary,cellular,3476.36,no,no,0,unknown,2,0.12802546544312318,2097,0
18237,42,technician,married,secondary,cellular,227.47,no,no,2,unknown,2,0.12796800553649207,2098,0
20109,30,management,single,tertiary,cellular,2466.13,no,yes,1,unknown,2,0.12793472641682,2099,0
23043,32,self-employed,married,tertiary,cellular,1472.51,no,no,0,unknown,2,0.1279204927729414,2100,0
17502,49,entrepreneur,married,tertiary,cellular,908.78,no,no,1,unknown,2,0.12785845083486455,2101,0
20057,26,technician,married,secondary,cellular,755.63,no,no,1,unknown,2,0.12770261534074528,2102,0
21846,33,entrepreneur,married,tertiary,cellular,108.62,no,no,1,unknown,2,0.1277014385532623,2103,0
19975,33,technician,married,secondary,cellular,2442.9,no,no,0,unknown,2,0.12769800936471978,2104,0
22952,53,technician,married,secondary,telephone,2233.68,no,no,2,unknown,2,0.12768125488952298,2105,0
16744,39,entrepreneur,married,tertiary,cellular,1727.71,no,no,0,unknown,2,0.12761551449848343,2106,0
21933,44,technician,married,secondary,cellular,2938.41,no,no,0,unknown,2,0.1275909813203024,2107,0
22004,51,management,single,tertiary,telephone,-53.35,yes,no,2,low,2,0.1275504400108219,2108,0
17388,41,services,divorced,secondary,cellular,-44.48,no,no,0,unknown,2,0.12754471426217004,2109,0
19195,48,services,divorced,secondary,cellular,275.09,no,no,0,unknown,2,0.12749335647277446,2110,0
16467,32,blue-collar,married,secondary,cellular,798.24,yes,no,7,low,2,0.12741529456158932,2111,0
18080,65,retired,married,primary,cellular,501.76,no,no,2,low,2,0.1273999696580623,2112,0
19183,59,technician,married,secondary,cellular,2237.58,no,no,1,unknown,2,0.12736375941824965,2113,0
16654,38,entrepreneur,married,tertiary,cellular,1607.44,no,no,0,unknown,2,0.12732953389550067,2114,0
16333,46,technician,married,secondary,cellular,249.51,no,no,2,unknown,2,0.12730674331536013,2115,0
16434,43,self-employed,married,tertiary,cellular,481.0,no,no,1,unknown,2,0.12729723815091282,2116,0
22987,46,entrepreneur,married,tertiary,cellular,1942.34,no,no,0,unknown,2,0.12715193662697716,2117,0
20326,37,self-employed,married,tertiary,cellular,148.36,no,no,1,unknown,2,0.12711074580354467,2118,0
18500,36,services,married,secondary,cellular,4776.34,no,no,0,unknown,2,0.12709740939148925,2119,0
22377,51,management,divorced,tertiary,cellular,4082.66,yes,no,1,unknown,2,0.12709338944295429,2120,0
20421,33,management,divorced,tertiary,cellular,211.67,yes,no,0,low,2,0.12707029335710096,2121,0
17300,33,services,single,secondary,telephone,914.71,no,no,0,unknown,2,0.1270357191400046,2122,0
20974,26,student,single,tertiary,cellular,5311.65,yes,no,2,low,2,0.12699065113910984,2123,0
20055,43,blue-collar,divorced,primary,cellular,128.91,no,no,2,unknown,2,0.12697980146664975,2124,0
17691,43,services,divorced,secondary,cellular,-95.36,no,no,0,unknown,2,0.1269719462535058,2125,0
22895,46,admin.,married,,cellular,-29.37,yes,no,0,unknown,2,0.1269185471925428,2126,0
15770,77,,married,,telephone,339.63,no,no,0,unknown,2,0.12686829241809416,2127,0
17900,35,entrepreneur,married,tertiary,cellular,-29.06,no,no,1,unknown,2,0.12678804088753023,2128,0
19863,57,technician,single,secondary,cellular,3611.12,yes,no,5,low,2,0.1266559211414135,2129,0
18886,47,blue-collar,married,,cellular,465.69,no,yes,0,unknown,2,0.12656436418751368,2130,0
22265,48,blue-collar,married,secondary,cellular,8111.91,yes,no,2,low,2,0.12653115564783987,2131,0
18991,43,technician,married,secondary,cellular,17954.13,yes,no,1,unknown,2,0.12649903087264988,2132,0
15536,47,blue-collar,single,secondary,cellular,72.08,yes,no,4,low,2,0.1264488533428928,2133,0
18593,31,self-employed,married,tertiary,cellular,1049.24,no,no,0,unknown,2,0.12644631453932173,2134,0
20692,34,management,single,tertiary,cellular,4360.96,yes,no,0,unknown,2,0.12637995055842985,2135,0
22447,41,admin.,divorced,secondary,cellular,2606.78,yes,no,1,low,2,0.1262478802226804,2136,0
18028,38,blue-collar,single,secondary,cellular,5274.23,yes,no,3,unknown,2,0.12609183251230213,2137,0
20017,32,technician,married,secondary,cellular,626.11,no,no,1,unknown,2,0.12607909743018808,2138,0
22016,38,blue-collar,single,primary,cellular,2279.22,no,no,0,unknown,2,0.12605641320921784,2139,0
20928,25,self-employed,single,tertiary,cellular,957.51,yes,no,5,low,2,0.12605638205406441,2140,0
17368,32,technician,single,tertiary,cellular,575.21,no,yes,2,unknown,2,0.12604638182382144,2141,0
20808,38,technician,married,secondary,cellular,2258.05,no,no,0,unknown,2,0.12604412708528037,2142,0
19029,42,services,divorced,,cellular,-340.81,yes,no,2,unknown,2,0.12601572416009157,2143,0
16483,31,technician,married,secondary,cellular,555.06,no,no,1,unknown,2,0.12598749093689574,2144,0
21769,34,admin.,single,secondary,cellular,722.81,yes,no,2,low,2,0.12582652264763958,2145,0
22293,33,technician,married,secondary,cellular,606.08,no,no,1,unknown,2,0.12581628562076666,2146,0
15718,51,blue-collar,married,secondary,telephone,-11.02,no,no,0,unknown,2,0.1257468480823939,2147,0
18830,42,admin.,divorced,secondary,cellular,-206.6,yes,no,3,low,2,0.1256670356951394,2148,0
16681,52,entrepreneur,married,tertiary,cellular,490.98,no,no,1,unknown,2,0.1256662631831633,2149,0
20893,67,retired,divorced,primary,cellular,2055.57,no,no,0,unknown,2,0.12565751689400695,2150,0
20288,35,self-employed,married,secondary,cellular,9054.88,no,no,1,unknown,2,0.12563646589378644,2151,0
20249,31,management,single,tertiary,cellular,-42.28,yes,no,3,unknown,2,0.12562776044509846,2152,0
18033,50,technician,married,,cellular,-269.56,yes,no,1,low,2,0.1255194564868915,2153,0
21127,32,entrepreneur,married,tertiary,cellular,844.01,no,no,0,unknown,2,0.12546290279390676,2154,0
19286,31,services,single,secondary,telephone,407.6,no,no,0,unknown,2,0.12542938408530527,2155,0
20141,39,management,single,tertiary,cellular,4342.95,yes,no,0,unknown,2,0.1253859155697531,2156,0
16607,53,technician,married,secondary,cellular,1421.44,no,no,1,unknown,2,0.12529239133421904,2157,0
22633,46,management,divorced,tertiary,cellular,654.44,yes,no,3,unknown,2,0.12522704907685486,2158,0
22090,33,technician,married,secondary,cellular,443.2,no,no,1,unknown,2,0.12518449672927412,2159,0
18846,34,unemployed,single,secondary,cellular,907.47,no,no,3,unknown,2,0.12513781267283786,2160,0
21302,49,management,married,secondary,cellular,-27.91,no,no,2,unknown,2,0.12509239355000384,2161,0
17671,47,management,divorced,,cellular,170.73,yes,no,0,unknown,2,0.12507626053497872,2162,0
15489,35,technician,married,secondary,cellular,486.91,no,no,1,unknown,2,0.12498596887759697,2163,0
20778,62,blue-collar,married,primary,telephone,157.76,no,no,4,low,2,0.12493546514025973,2164,0
20650,33,management,single,tertiary,cellular,2584.92,yes,no,1,unknown,2,0.12493272434645983,2165,0
17145,39,technician,married,secondary,cellular,1999.84,no,no,0,unknown,2,0.12485865005306417,2166,0
18726,37,management,single,tertiary,cellular,1399.3,yes,no,2,unknown,2,0.12485590905853441,2167,0
19459,53,management,divorced,tertiary,telephone,6510.53,yes,no,0,unknown,2,0.12483944206871278,2168,0
21796,31,technician,married,secondary,cellular,241.13,no,no,1,unknown,2,0.12477081388858914,2169,0
21194,37,services,single,secondary,telephone,513.48,no,no,0,unknown,2,0.12473614991622475,2170,0
15901,35,management,married,tertiary,cellular,2163.15,yes,no,2,low,2,0.1247201971181359,2171,0
21505,35,technician,married,secondary,cellular,404.87,no,no,1,unknown,2,0.12466920913720375,2172,0
19374,32,entrepreneur,married,tertiary,cellular,638.42,no,no,0,unknown,2,0.1246678175695238,2173,0
15789,31,technician,married,secondary,cellular,189.59,no,no,1,unknown,2,0.12457202931279045,2174,0
16427,26,admin.,single,secondary,cellular,18.49,yes,no,2,low,2,0.12457170424989303,2175,0
16652,49,housemaid,married,secondary,cellular,3716.93,no,no,2,low,2,0.12454633729913421,2176,0
15604,30,blue-collar,single,secondary,cellular,118.42,yes,no,3,low,2,0.12450337202770463,2177,0
22572,33,blue-collar,married,,cellular,-4.01,yes,no,0,unknown,2,0.12443203782380756,2178,0
20599,36,management,single,tertiary,cellular,3949.96,yes,no,0,unknown,2,0.12441848861173618,2179,0
18417,51,self-employed,married,tertiary,cellular,116.16,no,no,1,unknown,2,0.12440076173293106,2180,0
21355,45,unemployed,married,tertiary,cellular,1158.89,no,no,0,unknown,2,0.12429313770314537,2181,0
23041,33,management,married,secondary,cellular,346.84,no,no,1,unknown,2,0.12424097635517631,2182,0
15581,52,admin.,married,primary,cellular,6438.47,no,no,0,unknown,2,0.12419074212889263,2183,0
19973,46,management,single,tertiary,cellular,2995.56,yes,no,1,unknown,2,0.12413470720319715,2184,0
18394,55,technician,married,secondary,cellular,2546.61,no,no,0,unknown,2,0.12403636031977147,2185,0
18100,54,self-employed,married,tertiary,telephone,362.1,no,no,2,unknown,2,0.12402748589094328,2186,0
21713,40,technician,married,secondary,cellular,1809.22,no,no,0,unknown,2,0.12394189029703359,2187,0
17320,34,blue-collar,single,secondary,cellular,2862.34,yes,no,1,low,2,0.12389683328711319,2188,0
19906,43,technician,married,secondary,cellular,581.62,no,no,1,unknown,2,0.12388684326084692,2189,0
21353,35,management,divorced,tertiary,cellular,3845.88,yes,no,0,unknown,2,0.1238656633614408,2190,0
18323,50,technician,married,secondary,cellular,2264.36,no,no,0,unknown,2,0.12386497958835102,2191,0
15831,33,technician,married,secondary,cellular,96.96,no,no,1,unknown,2,0.12385050912793423,2192,0
19790,31,management,married,tertiary,cellular,3100.0,yes,no,1,low,2,0.12383979524939248,2193,0
15608,41,admin.,married,secondary,cellular,4425.97,yes,no,3,low,2,0.12376797876787674,2194,0
20000,36,admin.,divorced,secondary,cellular,369.33,yes,no,2,low,2,0.1237582615894144,2195,0
17038,78,retired,married,primary,telephone,8790.65,no,no,0,unknown,2,0.12366665089619963,2196,0
21094,59,entrepreneur,married,tertiary,cellular,1647.08,no,no,0,unknown,2,0.12361356712471185,2197,0
20036,34,unemployed,married,tertiary,cellular,458.33,no,no,0,unknown,2,0.12361057191056378,2198,0
21499,48,technician,married,secondary,cellular,2097.51,no,no,0,unknown,2,0.12358980658595982,2199,0
16008,36,technician,married,secondary,cellular,171.19,no,no,1,unknown,2,0.1235887097499169,2200,0
20729,89,retired,divorced,primary,telephone,1395.46,no,no,2,unknown,2,0.12353664471732359,2201,0
22285,51,management,married,tertiary,,22118.59,no,no,0,unknown,2,0.1235222352125032,2202,0
21429,31,admin.,single,secondary,cellular,-19.32,yes,no,2,low,2,0.12351410216784592,2203,0
17514,30,management,married,secondary,cellular,-4.85,no,no,1,unknown,2,0.12343898867888921,2204,0
15443,32,admin.,single,secondary,cellular,-7.13,yes,no,2,low,2,0.12337899281832976,2205,0
18291,34,technician,married,secondary,cellular,19.05,no,no,1,unknown,2,0.12337027943469198,2206,0
20019,51,management,divorced,secondary,cellular,11137.96,yes,no,2,unknown,2,0.1233450027676001,2207,0
17250,30,management,single,tertiary,cellular,-76.67,no,yes,2,unknown,2,0.1233269003576877,2208,0
18331,36,admin.,single,secondary,cellular,169.3,yes,no,2,low,2,0.12332684420483536,2209,0
21483,30,management,married,tertiary,cellular,196.48,yes,no,3,low,2,0.12328717429479713,2210,0
21248,50,management,married,tertiary,cellular,84.95,yes,no,7,unknown,2,0.12327097956941038,2211,0
17932,53,management,married,tertiary,cellular,1276.55,yes,no,3,low,2,0.12323805501878303,2212,0
17062,35,technician,married,secondary,cellular,30.32,no,no,1,unknown,2,0.12323179210448124,2213,0
19169,35,technician,married,secondary,cellular,2.62,no,no,1,unknown,2,0.12312605498841711,2214,0
20952,33,technician,single,secondary,cellular,187.47,yes,no,6,low,2,0.12307451172377275,2215,0
19865,27,management,single,tertiary,cellular,1068.09,no,yes,1,unknown,2,0.12306541637878458,2216,0
18430,55,admin.,divorced,secondary,cellular,-283.02,yes,no,3,low,2,0.12299606999017919,2217,0
17662,30,entrepreneur,married,tertiary,cellular,97.61,no,no,0,unknown,2,0.12295870188566814,2218,0
16709,35,management,married,tertiary,cellular,2001.13,yes,no,5,unknown,2,0.12295560259244143,2219,0
15638,41,technician,married,secondary,cellular,238.81,no,no,1,unknown,2,0.12293949828406414,2220,0
19670,34,management,married,tertiary,cellular,293.7,yes,no,3,low,2,0.12293289714947926,2221,0
16007,34,management,married,tertiary,cellular,285.0,yes,no,3,low,2,0.12289974816958307,2222,0
22160,51,technician,married,secondary,cellular,702.2,no,no,1,unknown,2,0.1228945484960469,2223,0
15993,53,technician,married,secondary,cellular,773.5,no,no,1,unknown,2,0.12280414591998448,2224,0
17610,32,technician,married,secondary,cellular,1130.9,no,no,0,unknown,2,0.12280218098011575,2225,0
17543,50,housemaid,married,tertiary,cellular,1005.25,no,no,0,unknown,2,0.1227959194531668,2226,0
17448,33,management,single,secondary,cellular,1614.16,yes,no,5,low,2,0.12277987380655786,2227,0
21056,56,management,married,tertiary,,22160.7,no,no,0,unknown,2,0.12277618734793111,2228,0
21793,54,unemployed,married,tertiary,cellular,1187.11,no,no,0,unknown,2,0.12276464886289876,2229,0
21598,33,management,married,tertiary,cellular,1553.34,yes,no,2,low,2,0.12274762720289693,2230,0
17509,43,management,single,tertiary,cellular,3844.84,yes,no,0,unknown,2,0.12274283573463322,2231,0
21198,38,technician,married,secondary,cellular,43.3,no,no,1,unknown,2,0.12273784162110975,2232,0
20644,34,technician,married,secondary,cellular,1188.56,no,no,0,unknown,2,0.12265994914263484,2233,0
20505,38,technician,married,secondary,cellular,19.74,no,no,1,unknown,2,0.12264821292824497,2234,0
20199,46,services,married,secondary,cellular,2727.32,no,no,1,unknown,2,0.12258616620016351,2235,0
18793,46,technician,married,secondary,cellular,380.66,no,no,1,unknown,2,0.12257509974813689,2236,0
20816,77,retired,single,primary,cellular,280.17,no,no,1,unknown,2,0.12255539807095721,2237,0
17632,32,technician,married,secondary,cellular,1058.75,no,no,0,unknown,2,0.12252775670230431,2238,0
17744,33,blue-collar,single,primary,telephone,-38.47,no,no,2,unknown,2,0.12249958368521152,2239,0
20576,26,student,single,secondary,telephone,5459.6,no,no,0,unknown,2,0.12248691303701917,2240,0
15523,32,entrepreneur,married,tertiary,cellular,55.2,no,no,0,unknown,2,0.12243579946193257,2241,0
21231,45,management,married,tertiary,,38245.81,yes,no,0,unknown,2,0.12243471470808234,2242,0
17224,34,self-employed,single,secondary,cellular,199.97,no,no,3,unknown,2,0.12242586881020621,2243,0
22765,59,admin.,married,primary,cellular,6268.08,no,no,0,unknown,2,0.1222699434553612,2244,0
19708,50,self-employed,married,secondary,cellular,10238.97,no,no,0,unknown,2,0.12224241934468538,2245,0
16301,31,technician,married,secondary,cellular,918.51,no,no,0,unknown,2,0.12217586388581161,2246,0
17848,59,management,married,secondary,cellular,1029.19,no,no,1,unknown,2,0.12212948297086508,2247,0
18365,42,technician,married,secondary,cellular,69.38,no,no,1,unknown,2,0.12211512772332693,2248,0
20956,25,student,single,secondary,cellular,2384.76,no,no,1,unknown,2,0.12204984328360649,2249,0
19237,32,services,single,secondary,cellular,393.58,no,yes,10,unknown,2,0.1219833976112176,2250,0
16805,44,technician,single,tertiary,cellular,3543.31,yes,no,0,unknown,2,0.12198054269069719,2251,0
18416,58,technician,married,secondary,cellular,776.27,no,no,1,unknown,2,0.1219129121021263,2252,0
16852,55,technician,married,secondary,cellular,614.23,no,no,1,unknown,2,0.12183921508753318,2253,0
18068,51,technician,married,secondary,cellular,421.15,no,no,1,unknown,2,0.1218278515736306,2254,0
22995,40,housemaid,divorced,secondary,cellular,4478.02,no,no,0,unknown,2,0.12181286729380952,2255,0
22696,45,technician,married,secondary,cellular,1474.26,no,no,0,unknown,2,0.12176136871766234,2256,0
16715,34,technician,married,secondary,cellular,939.06,no,no,0,unknown,2,0.12171415603945371,2257,0
19501,65,technician,married,secondary,cellular,2408.3,no,no,0,unknown,2,0.12169964892216946,2258,0
16854,62,technician,married,secondary,cellular,909.77,no,no,1,unknown,2,0.12169902600097154,2259,0
15566,70,retired,married,primary,cellular,608.12,no,no,1,low,2,0.12167084999666858,2260,0
18198,31,management,single,tertiary,cellular,1633.82,yes,no,1,unknown,2,0.12166240493764467,2261,0
19311,65,unemployed,married,tertiary,cellular,33.49,no,no,1,unknown,2,0.1215499068611121,2262,0
21291,41,blue-collar,divorced,secondary,cellular,2642.48,yes,no,1,low,2,0.12146319605932877,2263,0
17816,42,blue-collar,divorced,primary,cellular,1341.04,no,no,0,unknown,2,0.12139910459477404,2264,0
17749,42,entrepreneur,married,tertiary,cellular,225.4,no,no,0,unknown,2,0.1212823435365988,2265,0
21136,78,retired,divorced,primary,cellular,1432.36,no,no,0,unknown,2,0.12127493763993198,2266,0
16708,39,management,single,tertiary,cellular,3246.4,yes,no,0,unknown,2,0.12119720287566522,2267,0
16559,27,blue-collar,single,,cellular,56.87,yes,yes,7,unknown,2,0.12117306458014736,2268,0
18101,30,admin.,single,secondary,cellular,662.49,yes,no,1,low,2,0.12113700818640061,2269,0
21071,52,blue-collar,married,,cellular,12.41,yes,no,0,unknown,2,0.12105874335810052,2270,0
21789,27,blue-collar,single,primary,cellular,450.48,no,no,0,unknown,2,0.1210584261696765,2271,0
21583,39,management,married,tertiary,cellular,29.97,yes,no,3,low,2,0.1210352466075994,2272,0
18241,52,self-employed,married,tertiary,cellular,634.19,no,no,0,unknown,2,0.12103247575298005,2273,0
16024,55,management,married,secondary,cellular,1885.95,no,no,0,unknown,2,0.120963530629127,2274,0
22657,49,admin.,married,secondary,cellular,12499.44,yes,no,0,unknown,2,0.12096063706427222,2275,0
19559,50,technician,married,secondary,cellular,1492.31,no,no,0,unknown,2,0.12093405894347761,2276,0
18706,44,services,married,secondary,cellular,3542.23,no,no,0,unknown,2,0.12090131265874791,2277,0
18319,58,retired,married,primary,cellular,4192.4,no,no,1,unknown,2,0.12087590289240023,2278,0
18850,60,services,married,secondary,cellular,2936.31,no,no,1,unknown,2,0.12086221293546155,2279,0
22870,34,technician,married,secondary,cellular,690.13,no,no,0,unknown,2,0.12077679095508431,2280,0
19844,31,technician,married,secondary,cellular,543.35,no,no,0,unknown,2,0.12076093948788158,2281,0
22222,27,services,married,secondary,cellular,1320.46,no,no,1,unknown,2,0.12068307590097449,2282,0
20497,28,technician,single,tertiary,cellular,1071.05,yes,no,1,unknown,2,0.12063882008265049,2283,0
22110,31,student,single,secondary,cellular,3633.44,no,no,0,unknown,2,0.12057215031708168,2284,0
21942,56,entrepreneur,married,tertiary,cellular,695.43,no,no,0,unknown,2,0.120548906297451,2285,0
20486,22,management,single,tertiary,cellular,160.48,no,yes,1,unknown,2,0.12053256538230832,2286,0
16747,46,technician,married,,cellular,3953.06,yes,no,0,unknown,2,0.12052988956654427,2287,0
18828,51,technician,married,secondary,cellular,12407.29,yes,no,1,low,2,0.120525904159469,2288,0
23009,37,blue-collar,single,secondary,cellular,753.71,yes,no,2,low,2,0.1205025538000897,2289,0
